review,score,review_length,cleaned_review
Wish I could leave 0 stars: I don’t get why people are mad about the price increase when you have access to thousands of movies and series. If you bought every movie or series that Netflix provides it would cost you a lot. Can we all just appreciate that Netflix is providing us with a lot of great content?,1,307,wish leave 0 star not people mad price increase access thousand movie series buy movie series Netflix provide cost lot appreciate Netflix provide lot great content
"Unauthorised Payment: The reasons that I don't care for Netflix is the following, when the people are home in this epidemic , they raise the price, they take away the free trial for sigh up, when you try to call them you get fake name's of who your talking to, for example + I called and got a guy named tay, asked for his supervisor after over an hour, the lady said there's no one named tay? Finally she let me have his real name and that tay was a nick name WHAT? ) so I got nowhere with no decent information! I would not have Netflix if it wasn't for my kid's wanting it! P.S. iv been a customer for over 3 years started out at 8 bucks now I'm at 19, by the way they don't even lube you up! STAY AWAY!!!!!!!",1,712,unauthorised Payment reason not care Netflix follow people home epidemic   raise price away free trial sigh try fake name talk example   call get guy name tay ask supervisor hour lady say s name tay finally let real tay nick   get decent information Netflix not kid want PS iv customer 3 year start 8 buck m 19 way not lube stay away
"If I could give zero stars I would: I love netflix! They have a vast array of shows that you will lever run out of. What I don't like though is that some other shows are not available in my country. I wish they provide the same shows that they have in every other country. And also the fast play is only up to 1.5X, if there's a 2x it would be much better.",1,356,zero star love netflix vast array show lever run not like show available country wish provide show country fast play 15x s 2x well
"Charged for a cancelled service: My Netflix wasn’t working and I spoke to this lovely man on the phone we spoke for 15 minutes and I’m so glad we chatted because it’s working great now. Thank you to this kind man!! If you have problems, make sure to contact them through the app !",1,280,charge cancel service Netflix not work speak lovely man phone speak 15 minute m glad chat work great thank kind man problem sure contact app
"Terrible: Well yeah, hope you won’t lose all your customers with the continuous price increases!",1,96,terrible yeah hope will not lose customer continuous price increase
"Netflix allowed my account to be hacked.: If the price goes up again I'm canceling my subscription netflix offers so little now days, with there silly new series that only offer 1 season and 6 episodes and not another season for a year or two is a joke I think this is a bad move by netflix I think alot of people will cancel there subscription",1,344,Netflix allow account hack price go m cancel subscription netflix offer little day silly new series offer 1 season 6 episode season year joke think bad netflix think alot people cancel subscription
"price going up AGAIN: Remove the ""are you still watching"" feature for God sakes!!!! It cut off my chrome cast and everything screwed up because of that feature. There is no reason for it anyways. So freaking annoying. We pay to watch, so REMOVE IT!",2,248,price go remove watch feature God sake cut chrome cast screw feature reason anyways freak annoying pay watch remove
"Just had to Lower my subscription and…: Its reported that Netflix are poised to raise prices yet again, it looks as though the premium package is set to rise from a Massive £11.99 per month to a Colossal £13.99. YET ANOTHER COMPANY CASHING IN ON THE PANDEMIC (SHAME ON YOU ALL)  here in the UK we are already paying a premium in my view for a load of badly dubbed rubbish totally unbelievable dialogue. I'm off  to Prime I have also called them to complain well worth doing.",1,474,lower subscription report Netflix poise raise price look premium package set rise massive 1199 month Colossal 1399 company cash pandemic shame   UK pay premium view load badly dub rubbish totally unbelievable dialogue m   Prime call complain worth
"ability to watch with subtitles, in different languages, no ads, lots of content: Crap service, crap movies, crap series. Really hope they went out of businnes.",4,160,ability watch subtitle different language ad lot content Crap service crap movie crap series hope go businne
"Tripe!: Quick to take your money thats one thing.  Never works. When it does, it crashes and skips every possible second, this then stops the TV from turning off to restart.   If it's not crashing it's kicking you off.  Appalling service for the price you charge.",2,263,tripe Quick money s thing   work crash skip possible second stop tv turn restart    crash kicking   Appalling service price charge
Tricked by Netflix into getting me off basic plan: Good service reasonably priced.,1,82,trick Netflix get basic plan good service reasonably price
"Poor customer service: Garbage content, and they keep putting prices up, just don’t waste your money on Netflix.",1,112,poor customer service Garbage content put price not waste money Netflix
Just had an email stating my plan is…: It would seem without any visible warning Spartacus is no longer available. I had only the last two episodes of the final season to watch so more than annoyed,1,197,email state plan visible warning Spartacus long available episode final season watch annoyed
"1 star as I can’t give any lower…: Absolutely excellent content but the quality of customer service was just okay. Try to change the phone number, the web page and the waiting time for verification code would surprise you A LOT.",1,228,1 star not low absolutely excellent content quality customer service okay try change phone number web page wait time verification code surprise LOT
Continually locks up my smart TV!!!: Superb streaming platform with tons of content for a cheap price,1,101,continually lock smart tv Superb streaming platform ton content cheap price
"Tired of subtitles: I personally think Netflix is a brilliant app, but I was watching Friends, that I love, and I couldn’t finish it! And I was really looking forward to hearing the rest of it, cause I do not know how Monica and Chandler got married (I know they got married, but I haven’t seen that episode, and a lot of other stuff, I don’t know about.) So I want to have Friends back at Netflix, and am sure a lot of other people also do. So put it back.",2,457,tired subtitle personally think Netflix brilliant app watch friend love not finish look forward hear rest cause know Monica Chandler get marry know got marry not see episode lot stuff not know want friend Netflix sure lot people
"Netflix is a waste of money 💰 they…: i like netflix, although some of the movies are really old, i recently closed the account as i was moving abroad for a few months and the customer service was a bit slow,",1,207,Netflix waste money   like netflix movie old recently close account move abroad month customer service bit slow
"I keep getting a refund nearly every…: Paying for Netflix since it started, I expect a little bit more from the customer service department. Paying for a monthly subscription for several years and never having to contact customer services, I was left in shock at how poor their customer service is.  I don't want to go into the details but I feel its important to vent my disappointment, I'm not sure why! I just expected more.",3,427,get refund nearly pay Netflix start expect little bit customer service department pay monthly subscription year have contact customer service leave shock poor customer service   not want detail feel important vent disappointment m sure expect
"Resolution drops when price goes up: I have used Netflix for years and never had an issue so have quite happily continued paying my fee. Today, I was watching a new season of a Netflix favourite when have way through the episode a Netflix suggestion kept appearing midway through the show that wouldn’t let be finish the show I was watching without starting one of the three suggested shows. Clearly a small technical issue that could easily be resolved - or so I thought. I spend two hours on the phone to someone so incompetent half the time she ignored me when I asked is she was still there - the whole call was awkward. Then by the end when I was told it was my internet speed that caused Netflix to advertise their productions in the middle of a tv show that it was clear to me that not only were Netflix incapable of listening but that they had no desire too. I mean what’s the loss one customer subscription when they have so many. I asked if I could make a complaint about the service and was promised by the person who told me that if I told them my complaint about them that they would pass it on. Needless to say after numerous  call back attempts to try and get this escalated I was told that Netflix don’t do that, they don’t deal with customer issues. They have all the same tools to ignore my issue so there’s no point putting me into someone else. In the heat of the moment I asked them to cancel my account which strangely was the only thing they managed to do without question. But actually listen to my problem, seemed a challenge way about their technical ability. Now I’ve had time to ponder it over, I may miss out in a few tv shows, but there are so many these days, however I’m old fashioned in the way I refuse to give money to those who ignore the inky problem I’ve had in a decade. Not anymore. If they read this I hope they realise that customers made you and if this is your idea of customer service then it won’t be long until the customer breaks you. You aren’t the lone star streaming service anymore. The sky is full of them!",1,2059,resolution drop price go Netflix year issue happily continue pay fee today watch new season Netflix favourite way episode Netflix suggestion keep appear midway not let finish watch start suggest show clearly small technical issue easily resolve   think spend hour phone incompetent half time ignore ask   awkward end tell internet speed cause Netflix advertise production middle tv clear Netflix incapable listening desire mean s loss customer subscription ask complaint service promise person tell tell complaint pass Needless numerous   attempt try escalate tell Netflix not not deal customer issue tool ignore issue s point put heat moment ask cancel account strangely thing manage question actually listen problem challenge way technical ability ve time ponder miss tv show day m old fashion way refuse money ignore inky problem ve decade anymore read hope realise customer idea customer service will not long customer break not lone star streaming service anymore sky
"I enjoy the movies: F*€k you netflix.. thank you for removing The Office, I will no longer be needing your services.",4,116,enjoy movie Fk netflix thank remove Office long need service
"Wish I could leave 0 stars: Be very careful if you use Netflix! If you're not it could give your computer an incurable virus! Really, let me explain. A couple of years ago I got really sick. I'm talking about not being able to leave bed, and just wishing that it would just all end. And this is embarrassing to admit but I also needed something playing to help me sleep, I only had Netflix so I used it next to all of the time. Because of all of that Netflix decided that I binge watched to much. They decided to ""punish me"" by automatically skipping over the ""recap"" of the previous episodes, even though I have always wanted to watch it. I personally feel like even if I know what has happened if I don't watch the re-cap then I'm missing something. That's just my opinion, and I thought that is what I was paying for... That went on for over a year. I did not tell many people about this, but the ones that I did tell they all said the same thing ""don't you pay for streaming/binge watching?"" All I could say is ""yes, but I guess Netflix wants to be a dictatorship, and they don't care."" I foolishly thought that maybe if I forced it to go to the very end of every episode then maybe it would fix it. Unfortunately that just ended up making it about 100x worse! Like I said I was foolish thinking that I could fix it and now I feel stupid for not thinking that Netflix would decided to ""punish me"" again by now taking away the the desciption of the next episode, along with the year that the show came out and the running time, and whatever info that might be there. And only giving me about 3 seconds before automatically playing the next episode.  The reason why I say it'll give your computer an incurable virus is because this happened at my old apartment. When I first called to cancel my subscription the person that I talked to said that if I start a new account that I should start it with a new email address. I did do that but the issue was still there. When I called back someone said that it must be connected to the IP address. After canceling that account I moved, now I was thinking that it might actually work. Before starting a new account my old laptop broke and I got a new one. (I have never done anything with Netflix on the new router or modem.) So when I got the new laptop I thought that I would try it again. But unfortunately my old laptop has now infected the new IP address. I canceled that account, and tried setting up a new account with my roommates computer, and of course because that computer was on the same IP address the same issue was still there. In that time I have also emailed Netflix to ask them to go ahead and take all of my info off of their site before the 8-10 months (I've been told both time frames, I don't know which one is the real one.)  I asked them to take it off from all of the different email addresses I've used with Netflix. (Everytime I made a new account I used a new email address.) They sent me emails confirming that they have all been deleted. When I tried again the problem was still there, I don't think there is anything I can ever do to fix this. I can't go out and buy a new laptop and new router AND modem. Even if I did I really don't think that that'll ever work. So like I said it's an incurable virusthat is extremely infectious to any computer that is on the same IP address. (My roommate is bummed that he can not use Netflix as well!) I really thought that asking them to take my info off would work. But like I said it's incurable. I've had people that I've talked to at Netflix tell me that they are having the tech people look at it/fix it. I don't know if they were just lying to me, or maybe the tech people never even tried to fix it. Either way, I'm tired of paying for a service that does not work properly.   I know that since quarantine has gone into effect Netflix has been encouraging people to stay home and binge on Netflix. I just hope that no one listens or that Netflix has stopped giving people incurable viruses. I feel like because Netflix gives people the option to ""skip recap"" then people should have the opportunity to choose whether or not they want to skip or not. And not have Netflix automatically decide for them. Why have that option if they just go ahead and choose for people?  I've talked to many people at Netflix (over the phone and by chat) 99% of the time they seem that they don't care at all. And EVERYONE says that that is not a known issue and there is nothing that they can do about it. But Netflix claims that they are all about giving good customer service... I've asked to be transferred to the tech department, but they never allow that. I've even tried ""reporting a problem."" Nothing has ever changed because of doing that. I've ""reported a problem"" MANY times. I don't understand why they don't care. But I'm pretty sure they only care about your money and not the people GIVING the money... Thanks for reading!",1,4942,wish leave 0 star careful   use Netflix computer incurable virus let explain couple year ago get sick m talk able leave bed wish end embarrassing admit need play help sleep Netflix time Netflix decide binge watch decide punish automatically skip recap previous episode     want watch personally feel like   know happen   not watch   recap m miss   s   opinion think pay go year tell people one tell say thing not pay streamingbinge watch yes guess Netflix   want dictatorship not care foolishly think maybe force end episode maybe fix unfortunately end   make 100x bad like say foolish thinking fix feel stupid think Netflix decide punish take away desciption episode year come running time info give 3 second automatically play episode    reason ll   computer incurable virus happen old apartment call cancel subscription person talk say start new account start new email address issue call say connect IP address cancel   account move think actually   work start new account old laptop break get new Netflix new router modem get new laptop think try unfortunately old laptop infect new IP address cancel account try set new account roommate computer course computer IP address issue time email Netflix   ask ahead info site 810 month ve tell time frame not know real    ask different email address ve Netflix Everytime new   account new email address send email confirm delete try problem   not think fix not buy new laptop new router modem not think ll work like say incurable virusthat extremely infectious computer     IP address roommate bum use Netflix think ask info work like say incurable ve people ve talk Netflix tell have tech people look itfix not know lie maybe tech people try fix way m tired pay service work properly     know   quarantine go effect Netflix encourage people stay home binge Netflix hope listen   Netflix   stop give people incurable virus feel like Netflix give people option   skip recap people opportunity choose want skip Netflix automatically decide option ahead choose people    ve talk people Netflix phone chat 99 time not care   say know issue Netflix claim give good customer   service ve ask transfer tech department allow ve try report problem change ve report problem   time not understand not care m pretty sure care money people give money thank read
Unauthorised Payment: They removed “the office” they now have nothing going for them.,1,85,Unauthorised Payment remove office go
If I could give zero stars I would: I'm new to Netflix and I honestly can't fault it. Plenty of films and tv box sets to watch and less than half the price of a UK tv licence for the year. Who needs live television when you have Netflix.,1,237,zero star m new Netflix honestly not fault Plenty film tv box set watch half price UK tv licence year need live television Netflix
Charged for a cancelled service: I have found their customer service to be exceptionally poor.  The original person laughed at first insisted I had made a change to my account.  Which I hadn't and which he eventually agreed before laughing at my plight and saying they were unable to refund the overpayment.  I waited half an hour for a supervisor who repeated they had no way to refund me and then hung up on me.  I pay my account to Netflix via Virgin.  Netflix have over charged me over the past two months.  Virgin say I need to sort if out with Netflix it is nothing to do with them and Netflix say it's Virgin's responsibility as they are the Agent and nothing to do with them.  Three hours later the issue remains unresolved and I and my issues it seems are a joke.  I can't even find an email address to complain to.,1,824,charge cancel service find customer service exceptionally poor   original person laugh insist change account   not eventually agree laugh plight say unable refund overpayment   wait half hour supervisor repeat way refund hang   pay account Netflix Virgin   Netflix charge past month   Virgin need sort Netflix Netflix Virgins responsibility Agent   hour later issue remain unresolved issue joke   not find email address complain
Terrible: huge ripoff for a bunch of garbage movies. pretty sure i havent added something to my list in forever because the playlists never change. netflix you are a piece of shi*,1,179,terrible huge ripoff bunch garbage movie pretty sure not add list forever playlist change netflix piece shi
"Netflix allowed my account to be hacked.: It is not perfect but it is good. I really like Netflix and watch it a lot but the only thing that is not so good is that is that it is very hard to find the things that you want to watch, I sometimes spend a lot of time not finding something. When I do find things in time then I like it a lot and watch it all the time.",1,363,Netflix allow account hack perfect good like Netflix watch lot thing good hard find thing want watch spend lot time find find thing time like lot watch time
"price going up AGAIN: Watched part of discovery and can’t watch any more, it virtue signaling gone mad. Quite offensive. Netflix go woke go broke, cancelled our family subscription.",2,181,price go watch discovery not watch virtue signal go mad offensive Netflix wake break cancel family subscription
Just had to Lower my subscription and…: Run by awful people. They support sexualizing young women featuring a particular film called Cuties. They also stick their nose in PC nonsense and choose the wrong side. They've shown their support for the abuser known as Amber Heard by quietly removing all of Johnny Depp's films from their platform. They set a precedent but still support films that are connected to Harvey Winstein and Mel Gibson the antisemite. They delete none or all they should be removed as a streaming service.,1,526,lower subscription run awful people support sexualize young woman feature particular film call cutie stick nose PC nonsense choose wrong ve show support abuser know Amber Heard quietly remove Johnny Depps film platform set precedent support film connect Harvey Winstein Mel Gibson antisemite delete remove streaming service
"ability to watch with subtitles, in different languages, no ads, lots of content: No free trials in USA.   My new tv said free trial but there isn't.   False representation.   And to add to their problems you call another country.",4,230,ability watch subtitle different language ad lot content free trial USA    new tv say free trial not    false representation    add problem country
"Tripe!: Amazing TV platform to choose different movies, shows",2,61,tripe Amazing tv platform choose different movie show
"Tricked by Netflix into getting me off basic plan: An offer was shown when I was signing up to say that I could get the standard plan (£8.99 per month) but only have to pay £8.99 for the first two months which I jumped at the opportunity to do. They charged me £8.99 on the first month but then charged me another £8.99 on the second month. Spoke with customer services and said the offer was invalid because I am a returning customer that has already used a free trail for a month offer. I later found out that this was because I used a phone number used for a previous account even though I still using a different email address. Wouldn’t give me my money back. Extremely misleading, offer was clearly shown as valid on the sign up page. Be careful and always double check they aren’t taking any money out that they shouldn’t, even big companies will still take a chance.",1,873,trick Netflix get basic plan offer show sign standard plan 899 month pay 899 month jump opportunity charge 899 month charge 899 second month Spoke customer service say offer invalid return customer free trail month offer later find phone number previous account different email address not money extremely misleading offer clearly show valid sign page careful double check not take money not big company chance
Poor customer service: Been a member of Netflix for years now never disappointed always find something to watch.,1,112,poor customer service member Netflix year disappoint find watch
"Just had an email stating my plan is…: This is not a rage review. I cannot give the company 1 star. They do alot of things correctly. They release a ton of new content and make deals for great content. That said, this past year they lost a huge portion(at least in my opinion) of high quality content with the Marvel contract ending. Not only did this happen, but they actually increased their rates not once, but TWICE?!? I dont understand how this is ok? The company continues to make record profits and is climbing the charts. Supply and Demand, I guess? Well the supply no longer meets my demands. Less content and higher subscription costs does not make sense to me.",1,671,email state plan rage review company 1 star alot thing correctly release ton new content deal great content say past year lose huge portionat opinion high quality content Marvel contract end happen actually increase rate twice not understand ok company continue record profit climb chart Supply Demand guess supply long meet demand content high subscription cost sense
"1 star as I can’t give any lower…: They suck, my favorite movie is gonna be gone.",1,81,1 star not low suck favorite movie go to go
Continually locks up my smart TV!!!: Netflix is rubbish!!! How you can take down the Christmas movies just before the Christmas.,1,128,continually lock smart tv Netflix rubbish Christmas movie Christmas
"Tired of subtitles: I have been using Netflix services for 2 years now and I have never encountered any problems. (Hopefully there won't ever be.) Compared to before, there's definitely a wide selection of shows now. Also shout out to TUA fans out there. 😉😉",2,257,tired subtitle Netflix service 2 year encounter problem hopefully will not compare s definitely wide selection show shout TUA fan
Netflix is a waste of money 💰 they…: I was not aware that it was an automated payment taken off my card every month. I  didn't know and it made a negative balance on my account then an insufficient fee added. Customers should be asked about automatic charges thinking about stopping service,1,290,Netflix waste money   aware automate payment take card month   not know negative balance account insufficient fee add customer ask automatic charge think stop service
"I keep getting a refund nearly every…: I will never be a customer to “ANY MEDIA SERVICE” that promotes any media that “EXPLOITS CHILDREN” in any form (Referring to the show Cuties, and others).  I was a customer for over a decade. I am now 61 years old and they have lost over 3 dozen of my brother’s sister’s including (in-laws, friends and union affiliates & management coworkers). I have just began to petition our church affiliates and have 157 signatures so far committing to cancel, that I will be posting on twitter and Facebook. It’s amazing what just one person can do in life with just a few minutes of their time,    Perry",3,633,get refund nearly customer MEDIA SERVICE promote medium exploit child form refer cutie   customer decade 61 year old lose 3 dozen brother sister include inlaw friend union affiliate   management coworker begin petition church affiliate 157 signature far commit cancel post twitter facebook amazing person life minute time     Perry
"Resolution drops when price goes up: I really like Netflix! It is simple to use, offers a lot of options ...  And it's always there for my relaxation when I need it :)",1,167,resolution drop price go like Netflix simple use offer lot option    relaxation need
"I enjoy the movies: Netflix clearly isn't keeping up with their competition when it comes to adding new shows or titles to their platform. Shame, as the price isn't justified anymore.",4,183,enjoy movie Netflix clearly not keep competition come add new show title platform Shame price not justify anymore
Wish I could leave 0 stars: Umm Netflix is disrespecting jesus and that’s rude if you don’t know what happened in the Bible don’t make a movie they need to ask Jesus for forgiveness and take that down.,1,201,wish leave 0 star Umm Netflix disrespect jesus s rude not know happen Bible not movie need ask Jesus forgiveness
Unauthorised Payment: Netflix In the past week has been   disappointing they have been putting blasphemous movies onto Netflix and they need to be taken down!!! They have removed quite a few Christmas films. E.G the Grinch cartoon near Christmas but they haven’t removed these awful movies that mock God which is so so disappointing,1,332,Unauthorised Payment Netflix past week    disappointing put blasphemous movie Netflix need take remove Christmas film EG Grinch cartoon near Christmas not remove awful movie mock God disappointing
"If I could give zero stars I would: Netflix is not putting movies on for each season. For example it’s Christmas but they don’t have the good movies playing, you have to go rent them on another app",1,197,zero star Netflix put movie season example Christmas not good movie play rent app
Charged for a cancelled service: It's getting boring day by day. Not many great shows are there. Most of their originals are not great as expected. Switching to other media,1,172,charge cancel service get boring day day great show original great expect switching medium
"Terrible: Netflix has made me so angry in the past few weeks, they keep removing really good shows and I don’t understand, why for example they are removing the office and that is one of my favorite shows! Netflix if you are seeing this I’m fed up!",1,248,terrible Netflix angry past week remove good show not understand example remove office favorite show Netflix see m feed
"Netflix allowed my account to be hacked.: Not loads of quality content, and the video quality can be terrible. Tried watching Jurassic world on a 4k tv and it's been blurry from start to finish",1,193,Netflix allow account hack load quality content video quality terrible try watch Jurassic world 4k tv blurry start finish
price going up AGAIN: Very Poor.  Content not brilliant for the money. On telephone will not give complaints department details and refused to remove personal details. i.e. kept personal details.,2,195,price go Poor   Content brilliant money telephone complaint department detail refuse remove personal detail ie keep personal detail
"Just had to Lower my subscription and…: A lot of B films, need to be better than that to compete with other platforms. Not the worst, but god tighten up!!",1,154,lower subscription lot b film need well compete platform bad god tighten
Tripe!: I am angry. I dont understand how you guys allow a show depicting JESUS as gay or getting drunk allowed on your platform.  This is extremely disrespectful and disregards the feelings of Christians.,2,205,tripe angry not understand guy allow depict JESUS gay get drunk allow platform   extremely disrespectful disregard feeling Christians
Tricked by Netflix into getting me off basic plan: the Netflix  is just a professional scarm! they have been charging me twice every month for 11months they been taken payment on the 30th and the 10th when i only have one account they said i must have open another account which i did not. after a month of them looking into it i only got 6pounds back out of £7.30 extra every month for 11months they have been taking out without my notice this is not right at all you trust them with your account for one withdrew payment every month and instead they create another account to be stealing extra money from you,1,610,trick Netflix get basic plan Netflix   professional scarm charge twice month 11month take payment 30th 10th account say open account month look get 6pound 730 extra month 11month take notice right trust account withdraw payment month instead create account steal extra money
Poor customer service: Netflex the streaming service is good. Yet the choices of what to watch is kind of tough because there is hardly any new content... Netflix we will stick with but Amazon Prime is right on you alls heals M.Mae,1,231,poor customer service Netflex streaming service good choice watch kind tough hardly new content Netflix stick Amazon Prime right all heal MMae
"Just had an email stating my plan is…: Disaster. I made my Netflix account and paid with gift code for three months for premium subscription.   But mistakenly I entered invalid email dipsac2021 at aoi.com. The valid one is dipsac2021 at aol.com. While I made this this account I didn't give any mobile number. After sometime I forget password, then there is no way that I can recover my account. When I talked about this with their support team, they even don't have proper solution and talking only stupid things. Why are you accepting invalid emails?",1,552,email state plan Disaster Netflix account pay gift code month premium subscription    mistakenly enter invalid email dipsac2021 aoicom valid dipsac2021 aolcom account not mobile number forget password way recover account talk support team not proper solution talk stupid thing accept invalid email
1 star as I can’t give any lower…: I'm  55 year old male my wife and I just finished the last episode of atypical. I have never wrote a review. It cost a entire box of kleenex. ABSOLUTELY ONE OF THE BEST SERIES EVER.please give us more.,1,236,1 star not low m   55 year old male wife finish episode atypical write review cost entire box kleenex ABSOLUTELY BEST SERIES EVERplease
"Continually locks up my smart TV!!!: It makes me angry every year they keep raising the price of Netflix... Pretty soon it’s going to be the same price as cable tv... Majority of it is a bunch of crappy shows added... I wouldn’t mind paying if they added popular new releases, but they don’t, hard finding stuff to watch when you used Netflix as long as I have.",1,361,continually lock smart tv make angry year raise price Netflix Pretty soon go price cable tv Majority bunch crappy show add not mind pay add popular new release not hard find stuff watch Netflix long
Tired of subtitles: Horrible.  No new content.  2021 almost here their library is from 1800 still in papyrus.,2,109,tired subtitle Horrible   new content   2021 library 1800 papyrus
Netflix is a waste of money 💰 they…: Netflix has double as a company as people are stuck home during this pandemic and they choose to raise prices. I have been a premium subscriber since they launched.  We have been out of work since thr pandemic began and our family has watched alot of movies. And now while the company is thriving they raise everyone's prices even more. This is disgusting.  I chatted with thing not to ask for anything for free but to ask that that postpone the price increase.  I was quickly told NO be Caroline the rep. She suggested I downgrade my service or cancel it until I'm in a better position.  Who raises prices during a pandemic when so many are hurting financially.  This company is appalling.,1,727,Netflix waste money   Netflix double company people stick home pandemic choose raise price premium subscriber launch   work thr pandemic begin family watch alot movie company thrive raise everyone price disgust   chat thing ask free ask postpone price increase   quickly tell Caroline rep suggest downgrade service cancel m well position   raise price pandemic hurt financially   company appalling
"I keep getting a refund nearly every…: Very Expensive, Why is Netflix for costly where as amazon prime is so cheap.",3,115,get refund nearly expensive Netflix costly amazon prime cheap
"Resolution drops when price goes up: The library has been getting smaller and smaller, with lower and lower quality content for years. They try to stuff it (in the US market) with south Asian and east Asian titles to bloat the numbers, but they are a lie. And almost everythign produced in the West (for this western audience) is your basic B-film or straight-to-DVD style low budget rushed garbage. But far worse is that the ratings and algorithms are a lie. Netflix does not actually use any algorithms to show you relevant content. That is a fraud. They put in front of you whatever they WANT you to watch, even if you have spent every second of every day downrating and objecting to every title in that genre. They just spent a ton of money rushing a terrible script through? They just secured a new Sri Lankan licensing deal? It will be ""recommened"" for you ""based on YOUR viewing history"". For absolutely everyone. It's all fraud. We all watch because most OTT are just as fraudulent. We are prisoners. But that doesn't make Netflix any good. Just the only moldy half slice of bread around for millions of starving people.",1,1128,resolution drop price go library get small small low low quality content year try stuff market south asian east asian title bloat number lie everythign produce West western audience basic bfilm straighttodvd style low budget rush garbage far bad rating algorithm lie Netflix actually use algorithm relevant content fraud want watch spend second day downrate object title genre spend ton money rush terrible script secure new Sri Lankan licensing deal recommene base view history absolutely fraud watch OTT fraudulent prisoner not Netflix good moldy half slice bread million starve people
"I enjoy the movies: Don't get me wrong Netflix programmes are great but their customer service is absolutely appalling and when you sign up for an offer, they decide once you've signed up if you're eligible for it.  I never saw a message about eligibility and only discovered when they took payment for the second month that it wasn't free.  They won't tell you why and say you've had a previous account, which we've never had and then after being escalated through to a third operator and second manager, they cut you off.  Avoid any offer they give as unlikely you'll get it and their dreadful customer service says the system is always right.  Their poor website indicates just how awful they are.",4,700,enjoy movie not wrong Netflix programme great customer service absolutely appalling sign offer decide ve sign eligible   see message eligibility discover take payment second month not free   will not tell ve previous account ve escalate operator second manager cut   avoid offer unlikely ll dreadful customer service say system right   poor website indicate awful
"Wish I could leave 0 stars: I would like to see more recently made movies, and better quality. The ones we are getting are good, but they could be better. The other platforms have way better movies. Please!!!!",1,209,wish leave 0 star like recently movie well quality one get good well platform way well movie
Unauthorised Payment: I recommend to avoid that company as much as possible. They refused to remove my account. Also the payment method is locked as well. I don't think anybody must use their services as I found their policy very aggressive. Be careful guys as I had a very bad experience with them. Would watch movies somewhere else than live in their corpo bubble. They are committing a crime against users by refusing to delete user data and by data collecting and using those data to grow like a cancer.,1,507,Unauthorised Payment recommend avoid company possible refuse remove account payment method lock not think anybody use service find policy aggressive careful guy bad experience watch movie live corpo bubble commit crime user refuse delete user datum datum collect datum grow like cancer
If I could give zero stars I would: shi t customer service. won't take blame for Netflix not working properly on smart tv when I have the exact tv in a different room but works fine on that tv. told me all the bullshi t of unplug it and plug it back in. then finally said I need to contact the tv manufacturer. run by dipshi ts who don't know anything,1,351,zero star shi t customer service will not blame Netflix work properly smart tv exact tv different room work fine tv tell bullshi t unplug plug finally say need contact tv manufacturer run dipshi ts not know
"Charged for a cancelled service: I have been a customer of Netflix for over three years. My preferences are; sit-coms, drama series, new released movies and nostalgic classics.  Within these categories, I have noticed a pattern where Netflix release some great shows that I binge for weeks, sometimes there are a couple and I am occupied for months.  However often once I've finished those, there is somewhat of a 'dry-spell', during which I switch to other platforms.  All in all, Netflix works on adding content to keep us engaged, which they do successfully most of the time.",1,578,charge cancel service customer Netflix year preference sitcom drama series new release movie nostalgic classic   category notice pattern Netflix release great show binge week couple occupy month   ve finish somewhat dryspell switch platform   Netflix work add content engage successfully time
"Terrible: I’ve had netflix since it first came out when it was fairly priced and before they started making their own content. It’s gradually gone downhill every year on content and doubled in price since first starting up. Don’t get me wrong not everything is horrible, but for 14.99 a month... Lmaooo y’all aren’t worth that price. Y’all really know how to show your loyal customers how you feel.",1,398,terrible ve netflix come fairly price start make content gradually go downhill year content double price start not wrong horrible 1499 month Lmaooo you not worth price Yall know loyal customer feel
Netflix allowed my account to be hacked.: Payment never works. I am just appalled! How hard can it be?,1,102,Netflix allow account hack Payment work appal hard
"price going up AGAIN: I dont think its fair for this program to cater only for people who are LGBT, what they want to do its fine from once they keep it to themselves but dont force it on others. I believe a paying customer should be comfortable when watching a series or a movie they really want to watch or enjoy not being forced to watch things that's against one's religion or belief(THATS DISCRIMINATION). For the past years I cant remember watching a movie with my family or by myself without any guy scenes in it or something which is not right. Please can this be looked into.",2,584,price go not think fair program cater people LGBT want fine not force believe pay customer comfortable watch series movie want watch enjoy force watch thing s one religion beliefthats discrimination past year not remember watch movie family guy scene right look
Just had to Lower my subscription and…: I had Netflix awhile back and got rid of it well recently we wanted to watch some shows that were only on Netflix so we decided we will try again. BIG mistake its the same crap loading issues and a screen that pops up saying were having trouble playing this title right now so okay I try going into a different one..Same crap! We pay for this and it don't even load to let us watch!!! So frustrated!,1,439,lower subscription Netflix awhile got rid recently want watch show Netflix decide try big mistake crap loading issue screen pop say have trouble play title right okay try go different onesame crap pay not load let watch frustrated
